TrackingID	DateOrderTaken	CallNum/MSSNum	BibID	Collection	PatronName	Project	Deadline	PagesToDig	TotalNumImages	StorageFolder	SentSCETI	SCETIReceived	ReturnedSCETI	SCCReturned	MetadataComplete	MetadataBy	ImagingComplete	ImagingBy	ProcessingComplete	ProcessingBy	ProofPubl	ProofPublBy	ConditionNotes	NotesInstructions	RemovedProject	NumFoldouts	QA Failure	QA Pass
10359		Am 1776 Pai 1980.O				Delegates Library		all	67	sceti-completed:\DelegatesLibrary	9/15/2017	MO					12/13/2017	Craig	12/13/2017	Craig				"CT(9/18/2017): 600ppi / TIF / 100%._x000D_
_x000D_
Crop OUTSIDE the page. File name convention: am1776pai-1980-o-001.tif"	0		0	1
10360		Am 1774 Jef 991.D.6				Delegates Library		all	35	sceti-completed:\DelegatesLibrary	9/15/2017	MO					12/13/2017	Craig	12/13/2017	Craig				"CT(9/18/2017): 600ppi / TIF / 100%._x000D_
_x000D_
Crop OUTSIDE the page. File name convention: am1774jef-991d6-001.tif"	0		0	1
10361		Am 1774 Wil 1245.O.9				Delegates Library		all	51	sceti-completed:\DelegatesLibrary	9/15/2017	MO					12/13/2017	Craig	12/13/2017	Craig				"CT(9/18/2017): 600ppi / TIF / 100%._x000D_
_x000D_
Crop OUTSIDE the page. File name convention: am1774wil-1245o9-001.tif"	0		0	1
10362		U Rom Mont 72.D				Delegates Library		all	269	sceti-completed:\DelegatesLibrary	9/15/2017	MO					12/13/2017	Craig	12/13/2017	Craig				"CT(9/29/2017): 600ppi / TIF / 100%._x000D_
_x000D_
Crop OUTSIDE the page. File name convention: u-rom-mont-72d-001.tif"	0		0	1
10363		O Eng Swif 67641.D				Delegates Library		Everything in both volumes	729	sceti-completed:\DelegatesLibrary	9/15/2017	MO					12/13/2017	Craig	12/13/2017	Craig				"CT(9/19/2017): 600ppi / TIF / 100%._x000D_
_x000D_
Crop OUTSIDE the page. File name convention: o-eng-swif-67641d-001.tif"	0		0	1
10364		Ii Lock 393.O				Delegates Library		all	333	sceti-completed:\DelegatesLibrary	9/15/2017	MO					12/13/2017	Craig	12/13/2017	Craig				"CT(9/30/2017): 600ppi / TIF / 100%._x000D_
_x000D_
Crop OUTSIDE the page. File name convention: li-lock-393o-001.tif"	0		0	1
10365		Ia Locke 70010.O				Delegates Library		REMOVED FROM PROJECT	0	sceti-completed:\DelegatesLibrary	9/15/2017	MO					12/13/2017	CT	12/13/2017	CT			Contemporary bindings.  Leather split at hinges, but cords still holding.  Please handle with care.	REMOVED FROM PROJECT; DO NOT SHOOT	1		0	0
10366		E Becc 122.O				Delegates Library		all	290	sceti-completed:\DelegatesLibrary	9/15/2017	MO					12/13/2017	Craig	12/13/2017	Craig				"CT(9/18/2017): 600ppi / TIF / 100%._x000D_
_x000D_
Crop OUTSIDE the page. File name convention: e-becc-122o-001.tif"	0		0	1
10367		Ia Burl 77.O				Delegates Library		all	369	sceti-completed:\DelegatesLibrary	9/15/2017	MO					12/13/2017	Craig	12/13/2017	Craig				"CT(9/19/2017): 600ppi / TIF / 100%._x000D_
_x000D_
Crop OUTSIDE the page. File name convention: la-burl-77o-001.tif"	0		0	1
10368		Am 1774 Wool 1118.O				Delegates Library		all	467	sceti-completed:\DelegatesLibrary	9/15/2017	MO					12/13/2017	Craig	12/13/2017	Craig			Leather split at hinge both front and back.  Handle with care.	"CT(10/2/2017): 600ppi / TIF / 100%._x000D_
_x000D_
Crop OUTSIDE the page. File name convention: am1774wool-1118o-001.tif"	0		0	1
10369		U Eng Tren 366.D				Delegates Library		Everything in all four volumes.	1399	sceti-completed:\DelegatesLibrary	9/15/2017	MO					12/13/2017	Craig	12/13/2017	Craig				"CT(9/22/2017): very tight binding. Text runs into the gutter. This obscures the text on some pages. Please consider this when being QA'd._x000D_
_x000D_
CT(9/20/2017): 600ppi / TIF / 100%._x000D_
_x000D_
Crop OUTSIDE the page. File name convention: u-eng-tren-366d-0001.tif"	0		0	1
10370		Ia Hume 723.O				Delegates Library		Everything in both volumes.	1057	sceti-completed:\DelegatesLibrary	9/15/2017	MO					12/13/2017	Craig	12/13/2017	Craig				"CT(9/25/2017): 600ppi / TIF / 100%._x000D_
_x000D_
Crop OUTSIDE the page. File name convention: la-hume-723o-0001.tif"	0		0	1
10371	9/18/2017	PR5059 M484 I5 1791 v.1-2			Froh, Thomas	Patron Req	10/6/2017	entire 2 vols.	290	one off printed	9/19/2017	MO	9/26/2017	em	9/18/2017	em	9/18/2017	cl	9/18/2017	cl			Spines brittle, stains on the covers; Lynne said to digitized if END hasn't already. Checked with Lindsay and it has not been digitized.	TN40947	0		0	0
10372		E Mont 70.O				Delegates Library		Everything in both volumes.	1060	sceti-completed:\DelegatesLibrary	9/15/2017	MO					12/13/2017	Craig	12/13/2017	Craig				"CT(9/27/2017): 600ppi / TIF / 100%. Loose note imaged between pages 148 & 149 (named as body0183a/b)._x000D_
_x000D_
Crop OUTSIDE the page. File name convention: e-mont-70o-001.tif"	0		0	1
10373		*Ii Smit 336.Q				Delegates Library		Everything in both volumes.	534	sceti-completed:\DelegatesLibrary	9/15/2017	MO					12/13/2017	Craig	12/13/2017	Craig			Vol 1 pages 21 / 22 has rip. Vol 2 spine starting to split. Handle with care.	"MO 11/21/17: QA Pass: Only Vol 1 was shot (& is QA Pass); Vol 2 was removed from project due to condition._x000D_
_x000D_
CT(10/21/2017): 600ppi / TIF / 100%. Vol 1 imaged in entirety. Vol 2 - Front / Back and Spine only imaged as this volume has been removed from the project._x000D_
_x000D_
Crop OUTSIDE the page. File name convention: oversize-li-smit-336q-001.tif"	0		0	1
10374		*Ia Hut 141.Q				Delegates Library		Everything in both volumes.	825	sceti-completed:\DelegatesLibrary	9/15/2017	MO					12/13/2017	Craig	12/13/2017	Craig				"CT(10/4/2017): 600ppi / TIF / 100%._x000D_
_x000D_
Crop OUTSIDE the page. File name convention: oversize-la-hut-141q-001.tif"	0		0	1
10375		*E Vat Law 224.Q				Delegates Library		all	491	sceti-completed:\DelegatesLibrary	9/15/2017	MO					12/13/2017	Craig	12/13/2017	Craig				"CT(10/10/2017): 600ppi / TIF / 100%._x000D_
_x000D_
Crop OUTSIDE the page. File name convention: oversize-e-vat-law-224q-001.tif"	0		0	1
10376		O Gre Aris 1111.Q				Delegates Library		all	477	sceti-completed:\DelegatesLibrary	9/15/2017	MO					12/13/2017	Craig	12/13/2017	Craig			Back cover hinge starting to split.	"CT(10/3/2017): 600ppi / TIF / 100%._x000D_
_x000D_
Crop OUTSIDE the page. File name convention: o-gre-aris-1111q-001.tif"	0		0	1
10377		*E Coke 266.F				Delegates Library		all	1009	sceti-completed:\DelegatesLibrary	9/15/2017	MO					12/13/2017	Craig	12/13/2017	Craig			Front board and endpaper detached. Plastic coated leather peeling on spine.	"CT(10/13/2017): 600ppi / TIF / 100%. _x000D_
_x000D_
Crop OUTSIDE the page. File name convention: oversize-e-coke-266f-0001.tif"	0		0	1
10378		E Black 42.Q . v.1				Delegates Library		all	509	sceti-completed:\DelegatesLibrary	9/15/2017	MO					12/13/2017	Craig	12/13/2017	Craig			Flyleaf is detached.	"CT(10/12/2017): 600ppi / TIF / 100%._x000D_
_x000D_
Crop OUTSIDE the page. File name convention: e-black-42q-v1-001.tif"	0		0	1
10379		O Ital Mach 120.Q. vol I				Delegates Library		Pages 467-720. Spine. Front board (outside & inside). Back board (outside & inside).	265	sceti-completed:\DelegatesLibrary	9/15/2017	MO					12/13/2017	Craig	12/13/2017	Craig			Front cover detached.  Fly detached	"CT(10/11/2017): 600ppi / TIF / 100%._x000D_
_x000D_
Crop OUTSIDE the page. File name convention: o-ital-mach-120q-v1-001.tif"	0		0	1
10380		O Ital Mach 120.Q. vol 2				Delegates Library		Front cover through page 379. Spine. Back cover (inside & outside).	437	sceti-completed:\DelegatesLibrary	9/15/2017	MO					12/13/2017	Craig	12/13/2017	Craig			Front cover loose. Could detach.	"CT(11/29/2017): first foldout imaged. Unable to image remaining foldouts due to condition of front cover. _x000D_
_x000D_
CT(10/11/2017): 600ppi / TIF / 100%. Has 9 foldouts. _x000D_
_x000D_
Crop OUTSIDE the page. File name convention: o-ital-mach-120q-v2-001.tif"	0		0	1
10381		E Care 390.O				Delegates Library		all	381	sceti-completed:\DelegatesLibrary	9/15/2017	MO					12/13/2017	Craig	12/13/2017	Craig				"CT(9/30/2017): 600ppi / TIF / 100%._x000D_
_x000D_
Crop OUTSIDE the page. File name convention: e-care-390o-001.tif"	0		0	1
10382																									0		0	0
10383																									0		0	0
10384																									0		0	0
10385		Ms. Coll. 129	1389402																					Digitize all 6 volumes contained in the 3 boxes.	0		0	0
10386	9/25/2017	folio G3824 .P5E1 1939 .P5			Fraas, Mitch	staff request		all	40	sceti-completed>one off printed			10/24/2017	em	9/25/2017	EM								41506	0		0	0
10387	9/25/2017	BV2622 .W6 A2 1832		Katz	Parsio, Joseph	Patron Req	10/9/2017		92	one off printed	9/26/2017	MO	11/21/2017	em	9/25/2017	em	11/8/2017	CL	11/8/2017	CL			fragile; first few pages especially needs care in handling	"40864_x000D_
_x000D_
QA Pass 11/20/17. MO."	0		0	1
10388	9/25/2017	Suriname en Cupanama map		KATZ	lang, abby (for Arthur Kiron)	staff request	10/6/2017	entire map	2	patronrequest>archival	9/26/2017	MO	10/3/2017	em	9/25/2017	em	10/3/2017	cl	10/3/2017	cl			pre-catalog item  TN41486	"MO 9/26/17: Please shoot both sides. Name the images: surinamemap_92617_body0001.tif and surinamemap_92617_body0002.tif _x000D_
_x000D_
And put these in a folder named ""surinamemap_92617"" in patronrequest/archival._x000D_
_x000D_
41486"	0		0	0
10389	9/25/2017	Arte Hebraispano grammatica			Lang, Abby (for Arthur Kiron)	staff request	10/6/2017	TP	1	patronrequest>ephemeral	9/26/2017	MO	10/3/2017	em	9/25/2017	em	10/3/2017	cl	10/3/2017	cl			pre-catalog item	"41482_x000D_
_x000D_
MO 9/26/17: Name image:_x000D_
arte_hebr_body0001.tif"	0		0	0
10390	9/25/2017	What does the wind do			Lang, Abby (for Arthur Kiron)	staff request	10/6/2017	front cover	1	patronrequest>ephemera	9/26/2017	MO	10/3/2017	em	9/25/2017	em	10/3/2017	cl	10/3/2017	cl			pre-catalog item	"41485_x000D_
_x000D_
MO 9/26/17: Name image:_x000D_
wind_do_body0001.tif"	0		0	0
10391	9/26/2017	Ms. Codex 1604	5050522			Medren			600		9/26/2017	MO	6/12/2018	em			2/16/2018	AN	2/16/2018	AN				"CT(6/7/2018): body files listed below now imaged._x000D_
_x000D_
Need to shoot body0367-0368 and the printed section at the end of the codex (body0557-0594). 2/27/18 JAD_x000D_
_x000D_
2/16/18 AN - Done_x000D_
Shoot printed portion of the manuscript, starting after inside front cover - 9/26/2017 JAD"	0		0	1
10392		HVAC_1 and HVAC_2				Patron Req			40	patronrequest/ephemeral	9/26/2017	MO												"MO 9/26/17: Please make JPEGs and place the images in patronrequest/ephemeral in a folder named ""HVAC"". _x000D_
_x000D_
The first stapled set can be called HVAC_1_body0001.tif and the second stapled set can be called HVAC_2_body0001.tif_x000D_
_x000D_
Mick will share images as jpegs & pdfs w/ Eva, Peter, and Jon. He will return the plans to Peter."	0		0	0
10393		Yarnall Z111 C24 1929				GenColl Hathi			636								10/6/2017	PJ	12/15/2017	KVH				"400 ppi; crop inside the page_x000D_
_x000D_
File name convention:_x000D_
00000001.tif"	0		0	1
10394		PT2635 E68 I613 1929				GenColl Hathi			302	sceti-completed:\GenCollHathi							10/19/2017	PJ	11/29/2017	DJ				"400 ppi. Crop inside the page._x000D_
_x000D_
File name convention: _x000D_
00000001.tif_x000D_
_x000D_
No front cover. Physical item missing leaf for pages 9 & 10/lv 12/19/17"	0		0	1
10395		ML81 R41				GenColl Hathi			215	sceti-completed:\GenCollHathi							10/9/2017	PJ	11/21/2017	DJ				"400 ppi. Crop inside the page._x000D_
_x000D_
File name convention: _x000D_
00000001.tif"	0		0	1
10396	10/3/2017	Folio DR401 .A438			Mills, Amy	Patron Req	10/24/2017	all	298	patronrequest>archival			12/24/2017	EM	10/3/2017	em	12/19/2017	CL	12/19/2017	CL				TN41716	0		0	0
10397	10/3/2017	PR3991 .A1 1772 v.1-2			Fraas, Mitch	Patron Req	10/31/2017	all (both volumes)	431	one off printed> Early Novels Digitization			12/2/2017	EM	10/3/2017	em	12/5/2017	CL	12/5/2017	CL				"Back inside & outside cover shot missing for v.2 Should be 468.tif, 469.tif & 468.tif (spine) renamed 470.tif._x000D_
_x000D_
TN41267"	0		1	0
10398		*Ia Lock 7.Q				Delegates Library		all	855	sceti-completed:\DelegatesLibrary							12/13/2017	Craig	12/13/2017	Craig				"CT(10/18/2017): 600ppi / TIF / 100%._x000D_
_x000D_
Crop OUTSIDE the page. File name convention: oversize-ia-lock-7q-v1-001.tif"	0		0	1
10399	10/6/2017	ms. Codex 1856	9972571253503681		Kiron, Arthur	staff request		f. 2r (*book reads right to left)	2	patronrequest>archives>CAJS			10/10/2017	em	10/6/2017	em	10/6/2017	Craig	10/6/2017	Craig				"41910_x000D_
_x000D_
CT(10/6/2017): 600ppi / TIF / 100%."	0		0	0
10400		ms. Coll. 596	3918993			Patron Req		Digitize entire box					1/23/2018	JAD			1/23/2018	CL	1/23/2018	CL				Digitize entire box: 1 box contains 5 folders. DB 10/6/2017	0		0	0
10401		PR6025 A2526 K38 1943				GenColl Hathi			228	sceti-completed:\GenCollHathi	10/6/2017	SAA					10/20/2017	PJ	12/16/2017	KVH				"400 ppi. Crop inside the page. File name convention: 00000001.tif_x000D_
_x000D_
Multiple page with texts cut off in gutter. Page 30 is missing./lv"	0		0	1
10402		GR203 L3 L25				GenColl Hathi			400	sceti-completed:\GenCollhathi	10/6/2017	SAA					10/20/2017	PJ	12/20/2017	KVH				400 ppi. Crop inside the page. File name convention: 00000001.tif	0		0	1
10403		TP983 .H22				GenColl Hathi			296	sceti-completed:\GenCollHathi	10/6/2017	SAA					10/19/2017	PJ	12/20/2017	KVH				400 ppi. Crop inside the page. File name convention: 00000001.tif	0		0	1
10404		562 G7531 v.1				GenColl Hathi				sceti-completed:\GenCollHathi														400 ppi. Crop inside the page. File name Convention: 00000001.tif	1		0	0
10405		DS251 A9 v.3				GenColl Hathi			832	sceti-completed:\GenCollHathi	10/6/2017	SAA					10/16/2017	PJ	1/13/2018	KVH			Missing odd numbered images, only even numbered images shot.1/12/18 saa	"File name convention:_x000D_
00000001.tif (an 8-digit sequential counter)_x000D_
_x000D_
missing image; shoot left 00000270;_x000D_
9/17/2018. SK_x000D_
_x000D_
missing image; shoot right 00000271;_x000D_
9/17/2018. SK"	0		1	0
10406		M1495 D37 1941 v.2				GenColl Hathi			220	sceti-completed:\GenCollHathi	10/6/2017	SAA					3/23/2018	PJ	3/23/2018	PJ				"400 ppi. Crop inside the page. File name convention: 00000001.tif_x000D_
_x000D_
waiting to be processed/lv                                     2/21/18.  12 Images missing and 1 image needs to be reshot DJ_x000D_
_x000D_
Item was reshot and reprocessed, item had missing pages and processing issues - PJ 3/22/2018"	0		0	1
10407		PK2931 B4353 1961 v.1				GenColl Hathi			660	sceti-completed:\GenCollHathi	10/6/2017	SAA					10/17/2017	PJ	1/18/2018	KVH				400 ppi. Crop inside the page. File name convention: 00000001.tif. Reshot needed pages missing p.[200] (tiff 00000268), p. 201 (tiff 00000269), p. 238 (tiff 00000306), p. 239 (tiff 00000307), p. 262 (tiff 00000330), p. 263 (tiff 00000331), p. 281 (tiff 00000349), p. 503 (tiff 00000570), p. 504 (tiff 00000571),  p. 505 (tiff00000572), p. 508 (tiff 00000575), p. 509 (tiff 00000576).	0		0	1
10408		M181.2 B734 v.59 1936				GenColl Hathi			562	sceti-completed:\GenColl Hathi	10/6/2017	SAA					10/23/2017	PJ	1/20/2018	KVH				"400 ppi. Crop inside the page. File name convention: 00000001.tif_x000D_
_x000D_
Duplicate image of page 486 -_body00000520 and 000000524.tif. Pages out of order starting at body 00000519 thru 00000558.tif/lv 03/13/2018"	0		1	0
10409		LD4608 L3				GenColl Hathi			225	sceti-completed:\GenCollHathi	10/6/2017	SAA					10/23/2017	PJ	1/19/2018	KVH				"400 ppi. Crop inside the page. File name convention: 00000001.tif_x000D_
_x000D_
missing images; damaged book; right image _x000D_
00000177 & left image 00000178; missing pgs. 159 & 160; 9/13/2018. SK_x000D_
_x000D_
missing image; shoot right 00000179; p. 161;_x000D_
9/13/2018. SK_x000D_
_x000D_
missing image; shoot left 00000180; p. 162;_x000D_
9/13/2018. SK_x000D_
_x000D_
missing image; shoot right 00000181; p. 163;_x000D_
9/13/2018. SK_x000D_
_x000D_
missing image; shoot left 00000182; p. 164;_x000D_
9/13/2018. SK_x000D_
_x000D_
missing image; shoot right 00000215; p.197;_x000D_
9/13/2018. SK_x000D_
_x000D_
missing image; shoot left 00000216; p. [198];_x000D_
9/13/2018. SK_x000D_
_x000D_
missing image; shoot right 00000217; p.199;_x000D_
9/13/2018. SK"	0		1	0
10410		PA9 R484 v.66 1938				GenColl Hathi			468	sceti-completed:\GenCollHathi	10/6/2017	SAA					10/23/2017	PJ	1/24/2018	KVH				"400 ppi. Crop inside the page. File name convention: 00000001.tif_x000D_
_x000D_
Pages are out of sequence for images 00000259.tif thru 00000464.tif. Starting at page 245 to 448. Text cut off in the gutter for page 146 body 00000160 and page 175 _body00000189/lv 02/28/18."	0		0	1
10411		DK268 S6 A3				GenColl Hathi				sceti-completed:\GenCollHathi	10/6/2017	SAA					4/20/2018	pj	4/20/2018	pj				400 ppi. Crop inside the page. File name Convention: 00000001.tif	0		0	1
10412		BM532 B7813 1956				GenColl Hathi			232	sceti-completed:\GenCollHathi	10/6/2017	SAA					10/18/2017	PJ	1/12/2018	KVH				400 ppi. Crop inside the page. File name convention: 00000001.tif	0		0	1
10413		562 G7531 v.1				GenColl Hathi			532	sceti-completed:\GenCollHatho	10/6/2017	SAA					10/16/2017	PJ	1/31/2018	KVH			Not in network.1/12/18 saa	"400 ppi. Crop inside the page. File name convention: 00000001.tif_x000D_
_x000D_
This book is already in Hathi Trust. I removed it from our digitization project. - PJ 4/9/18_x000D_
_x000D_
Not in network.1/12/18 saa"	1		1	0
10414		PS1541 Z5 A3 1931				GenColl Hathi			870	sceti-completed:\GenCollHathi	10/6/2017	SAA					4/4/2018	PJ	4/4/2018	PJ			"Not in network. 1/9/18 saa_x000D_
Book was shot and processed in '17 but files were lost when it was confused with another item on the network. Book is now re-shot and processed, ready for QA Completion. - PJ 4/4/18"	Left and right images are separated. Left images are at the top, right images are below./lv 02/27/2018	0		0	1
10415		Neff fishing books				Patron Req			570		9/25/2017	CL	10/10/2017	em			9/27/2017	CL	9/27/2017	CL					0		0	0
10416	10/10/2017	Ms. Coll. 1316 v.1-6			Fraas, Mitch	Durang		all	2370	sceti-completed/Durang	10/10/2017	MO	10/19/2017	SR	10/10/2017	EM								6 vols; OLD dewey call# is on spine, but it's actually Ms. Coll. 1316  TN42093	0		0	0
10417		Lewis E 159				BiblioPhilly			32	sceti-completed\BiblioPhilly\FLP	10/5/2017	MO	11/7/2017	af			10/23/2017	AN	10/23/2017	AN				File name convention: lewis_e_159.tif	0		0	0
10418		Lewis E 144				BiblioPhilly			63	sceti-completed\BiblioPhilly\FLP	10/5/2017	MO	11/7/2017	af			10/23/2017	AN	10/23/2017	AN				File name convention: lewis_e_144_body0001.tif	0		0	0
10419		Lewis E 150				BiblioPhilly			85	sceti-completed\BiblioPhilly\FLP	10/5/2017	MO	11/7/2017	af			10/23/2017	AN	10/23/2017	AN				File name convention: lewis_e_150_body0001.tif	0		0	0
10420		Lewis E 148				BiblioPhilly			169	sceti-completed\BiblioPhilly\FLP	10/5/2017	MO	11/7/2017	af			10/20/2017	AN	10/23/2017	AN				File name convention: lewis_e_148_body0001.tif	0		0	0
10421		Lewis E 142				BiblioPhilly			703	sceti-completed\BiblioPhilly\FLP	10/5/2017	MO	11/7/2017	af			10/24/2017	AN	10/24/2017	AN				File name convention: lewis_e_142_body0001.tif	0		0	0
10422		Lewis E 161				BiblioPhilly			539	sceti-completed\BiblioPhilly\FLP	10/5/2017	MO	11/7/2017	af			10/30/2017	AN	10/30/2017	AN				File name conventions: lewis_e_161_body0001.tif	0		0	0
10423		Lewis E 157				BiblioPhilly			563	sceti-completed\BiblioPhilly\FLP	10/5/2017	MO	11/7/2017	af			10/24/2017	AN	10/24/2017	AN				File name convention: lewis_e_157_body0001.tif	0		0	0
10462		MikeJapanCollection				Patron Req		flagged (shoot all the codices as openings).	12	Share w/ Mike via PennBox							11/2/2017	CL	11/2/2017	CL				600 ppi. Share via PennBox with Mick and Mike. File names can be anything (it could be JapanColl001.tif if you like).	0		0	0
10463		U485 G24 s619 v.4				GenColl Hathi			332	sceti-completed:\GenCollHathi							11/2/2017	PJ	2/13/2018	KVH				"400 ppi. Crop inside the page. File name convention: 00000001.tif_x000D_
_x000D_
Duplicate of page 137 _body00000165 & 00000167. Pages out of sequence starting at body00000161.tif thru 00000333.tif/lv 03/15/2018"	0		0	1
10464	11/3/2017	Print Collection 24			Seita, Sophie	Patron Req	11/17/2017	all	18	sceti-patronrequest>archival			11/14/2017	em	11/3/2017	EM	1/9/2017	cl	1/9/2017	cl				tn 42771  Staples may be removed	0		0	0
10465					GenColl Hathi				290		11/7/2017	MO												Fiel name convention: lewis_e_007_body0001.tif	0		0	0
10538		923.2 P16Cr	1355621			GenColl Hathi			193	sceti-completed:\GenCollHathi	11/19/2017	ATL					1/30/2018	PJ	2/14/2018	DJ				"File name convention:_x000D_
00000001.tif_x000D_
_x000D_
400 ppi; crop inside the page"	0		0	1
10539		923.2 P16G	1355622			GenColl Hathi			199	sceti-completed:\GenCollHathi	11/19/2017	ATL					1/30/2018	PJ	2/15/2018	DJ				"File name convention:_x000D_
bf921_f8_1904_body0001.tif_x000D_
_x000D_
400 ppi; crop inside the page"	0		0	1
10540		915.4 N684	1345999			GenColl Hathi				sceti-completed:\GenCollHathi	11/19/2017	ATL					1/30/2018	PJ	5/18/2018	KVH				"File name convention:_x000D_
bf921_f8_1904_body0001.tif_x000D_
_x000D_
400 ppi; crop inside the page"	0		0	1
10541		913.3916 Su24	1334685			GenColl Hathi			155	sceti-completed:\GenCollHathi	11/19/2017	ATL					1/30/2018	PJ	2/5/2018	DJ				"File name convention:_x000D_
00000001.tif_x000D_
_x000D_
400 ppi; crop inside the page"	0		0	1
10542		914.1 M897	1340151			GenColl Hathi			595	sceti-completed:\GenCollHathi	11/19/2017	ATL					1/30/2018	PJ	2/7/2018	DJ				"File name convention:_x000D_
00000001.tif (an 8-digit sequential counter)_x000D_
_x000D_
400 ppi; crop inside the page"	0		0	1
10543		923.2 R127	1355680			GenColl Hathi			309	sceti-completed:\GenCollHathi	11/19/2017	ATL					1/30/2018	PJ	2/9/2018	DJ				"File name convention:_x000D_
bf921_f8_1904_body0001.tif_x000D_
_x000D_
400 ppi; crop inside the page"	0		0	1
10544		914.21 M845	1357226			GenColl Hathi			350	sceti-completed:\GenCollHathi	11/19/2017	ATL					1/30/2018	PJ	5/11/2018	KVH				"File name convention:_x000D_
bf921_f8_1904_body0001.tif_x000D_
_x000D_
400 ppi; crop inside the page"	0		0	1
10545		923.2 R353	1355702			GenColl Hathi			337	sceti-completed:\GenCollHathi	11/19/2017	ATL					1/30/2018	PJ	2/2/2018	DJ				"File name convention:_x000D_
bf921_f8_1904_body0001.tif_x000D_
_x000D_
400 ppi; crop inside the page"	0		0	1
10546		923.2 R482R	1355704			GenColl Hathi			395	sceti-completed:\GenCollHathi	11/19/2017	ATL						PJ	2/7/2018	DJ				"File name convention:_x000D_
bf921_f8_1904_body0001.tif_x000D_
_x000D_
400 ppi; crop inside the page"	0		0	1
10549	11/21/2017	Schimmel Fiction 361	9958366493503681		fraas, Mitch	staff request	12/5/2017	all	78	one-off-printed			12/12/2017	EM	11/21/2017	em	12/4/2017	CL	12/4/2017	CL			pages 29-30 loose from binding; endpapers loose	43818	0		0	1
10551		332.272 Un37h V1	998426063503681			FedReserve		Boards (not spines). Text-side of pages only (skip blank versos).	249	sceti-completed:\FedReserve			3/20/2018	EM			11/27/2017	AN	11/27/2017	AN				"Image file name convention:_x000D_
332_272_un37h_v1_body0001.tif_x000D_
_x000D_
400 ppi. Crop inside page."	0		0	1
10552		332.272 Un37h V2	998426063503681			FedReserve		Boards (not spines). Text-side of pages only (skip blank versos).	214	sceti-completed:\FedReserve			3/20/2018	EM			11/28/2017	AN	11/28/2017	AN				"Image file name convention:_x000D_
332_272_un37h_v2_body0001.tif_x000D_
_x000D_
400 ppi. Crop inside page."	0		0	1
10553		332.272 Un37h V3	998426063503681			FedReserve		Boards (not spines). Text-side of pages only (skip blank versos).	631	sceti-completed:\FedReserve			3/20/2018	EM			11/28/2017	AN	11/28/2017	AN				"Image file name convention:_x000D_
332_272_un37h_v3_body0001.tif_x000D_
_x000D_
400 ppi. Crop inside page."	0		0	1
10554		332.272 Un37h V4	998426063503681			FedReserve		Boards (not spines). Text-side of pages only (skip blank versos).	529	sceti-completed:\FedReserve			3/20/2018	`EM`			11/29/2017	AN	11/29/2017	AN				"Image file name convention:_x000D_
332_272_un37h_v4_body0001.tif_x000D_
_x000D_
400 ppi. Crop inside page."	0		0	1
10555		332.272 Un37h V5	998426063503681			FedReserve		Boards (not spines). Text-side of pages only (skip blank versos).	622	sceti-completed:\FedReserve			3/20/2018	EM			1/3/2018	AN	1/3/2018	AN				"Image file name convention:_x000D_
332_272_un37h_v5_body0001.tif_x000D_
_x000D_
400 ppi. Crop inside page."	0		0	1
10556		332.272 Un37h V6	998426063503681			FedReserve		Boards (not spines). Text-side of pages only (skip blank versos).	466	sceti-completed:\FedReserve			3/20/2018	EM			1/8/2018	AN	1/9/2018	AN				"Image file name convention:_x000D_
332_272_un37h_v6_body0001.tif_x000D_
_x000D_
400 ppi. Crop inside page."	0		0	1
10824	3/5/2018	Steig LS 31-40			Farrington, Lynne	Exhibits			152						3/8/2018	em							1 box containing 152 items	47780  make TIFs and web Jpg2s	0		0	0
10825	3/6/2018	Steig LS 41-55			Farrington, Lynne	Exhibits			219						3/8/2018	em							1 box containing 219 items	47779 make TIFs and Web jpg2s	0		0	0
10826	3/5/2018	Steig LS 56-75			Farrington, Lynne	steig			254						3/8/2018	em							1 box containing 254 items	47783 make TIFs and web Jpg2s	0		0	0
10827	3/5/2018	Steig OD 1-10			Farrington, Lynne	steig			159						3/8/2018	EM							1 box containing 159 items	47788 make TIFs and web jpg2s	0		0	0
10828	3/5/2018	Steig LS 76-78, LU 6-12, NYP 1-5			Farrington, Lynne	Exhibits			170						3/8/2018	em							1 box containing 170 items	47800 make TIFs and web Jpeg2s	0		0	0
10829	3/5/2018	Steig OD11-15, PD1, WP 1-2, WS 1-5			farrington, Lynne	Exhibits			164						3/8/2018	em							1 box containing 164 items	47801 make TIFs and web Jpeg2s	0		0	0
10830	3/5/2018	Steig WS 6-15, WU1			Farrington, Lynne	Exhibits			182						3/8/2018	em							1 box containing 182 items	47802 make Tifs and Web jpeg2s	0		0	0
10831		Lewis E 163				BiblioPhilly			367	sceti-completed\BiblioPhilly\FLP	3/6/2018	MO					5/9/2018	AN	5/9/2018	AN				File name convention: lewis_e_163_body001.tif                                                                                                                                                                                                                                          FLP manuscript: Needs TIFFs with and without color target.	0		0	0
10832		Lewis E 164				BiblioPhilly			221	sceti-completed\BiblioPhilly\FLP	3/6/2018	MO					3/15/2018	AN	3/15/2018	AN				File name convention: lewis_e_164_body001.tif                                                                                                                                                                                                                                          FLP manuscript: Needs TIFFs with and without color target.	0		0	0
